"No.","Time","Source","Destination","Protocol","Length","Info"
"603","186.569613","69.171.250.60","192.168.43.3","TCP","1446","[TCP Previous segment not captured] 443  >  49545 [PSH, ACK] Seq=104190 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"604","186.569687","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 602#1] 49545  >  443 [ACK] Seq=1681 Ack=102798 Win=66816 Len=0 SLE=104190 SRE=105582"
"605","186.629637","69.171.250.60","192.168.43.3","TCP","1446","[TCP Retransmission] 443  >  49544 [ACK] Seq=52833 Ack=19062 Win=71168 Len=1392"
"606","186.629721","192.168.43.3","69.171.250.60","TCP","66","49544  >  443 [ACK] Seq=19062 Ack=54225 Win=66816 Len=0 SLE=55617 SRE=58401"
"607","186.670790","69.171.250.60","192.168.43.3","TCP","1446","[TCP Retransmission] 443  >  49544 [ACK] Seq=54225 Ack=19062 Win=71168 Len=1392"
"608","186.670876","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19062 Ack=58401 Win=66816 Len=0"
"609","186.793427","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [ACK] Seq=105582 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"610","186.793490","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 602#2] 49545  >  443 [ACK] Seq=1681 Ack=102798 Win=66816 Len=0 SLE=104190 SRE=106974"
"611","186.856728","69.171.250.60","192.168.43.3","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"612","186.856783","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 608#1] 49544  >  443 [ACK] Seq=19062 Ack=58401 Win=66816 Len=0 SLE=59793 SRE=61185"
"613","186.962804","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"614","186.962865","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 608#2] 49544  >  443 [ACK] Seq=19062 Ack=58401 Win=66816 Len=0 SLE=59793 SRE=62577"
"615","186.999966","192.168.43.3","192.168.43.92","DNS","75","Standard query 0xc9f4 A www.youtube.com"
"616","187.005717","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49544 [ACK] Seq=58401 Ack=19062 Win=71168 Len=1392"
"617","187.005806","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19062 Ack=62577 Win=66816 Len=0"
"618","187.055585","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"619","187.063801","192.168.43.3","69.171.250.60","TLSv1.3","115","Application Data"
"620","187.080546","192.168.43.92","192.168.43.3","DNS","253","Standard query response 0xc9f4 A www.youtube.com CNAME youtube-ui.l.google.com A 172.217.194.93 A 172.217.194.136 A 172.217.194.91 A 172.217.194.190 A 74.125.24.91 A 74.125.24.190 A 74.125.200.136 A 74.125.200.91 A 74.125.68.93"
"621","187.084926","192.168.43.3","172.217.194.93","UDP","1392","54122  >  443 Len=1350"
"622","187.141534","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"623","187.195774","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"624","187.195857","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19123 Ack=66753 Win=66816 Len=0"
"625","187.258404","172.217.194.93","192.168.43.3","UDP","1392","443  >  54122 Len=1350"
"626","187.259280","192.168.43.3","172.217.194.93","UDP","75","54122  >  443 Len=33"
"627","187.260022","192.168.43.3","172.217.194.93","UDP","1392","54122  >  443 Len=1350"
"628","187.260141","192.168.43.3","172.217.194.93","UDP","700","54122  >  443 Len=658"
"629","187.260233","192.168.43.3","172.217.194.93","UDP","839","54122  >  443 Len=797"
"630","187.334842","69.171.250.60","192.168.43.3","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"631","187.334902","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 624#1] 49544  >  443 [ACK] Seq=19123 Ack=66753 Win=66816 Len=0 SLE=70929 SRE=72321"
"632","187.395920","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49544 [ACK] Seq=69537 Ack=19123 Win=71168 Len=1392"
"633","187.395984","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 624#2] 49544  >  443 [ACK] Seq=19123 Ack=66753 Win=66816 Len=0 SLE=69537 SRE=72321"
"634","187.476343","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=102798 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"635","187.476415","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=106974 Win=66816 Len=0"
"636","187.504376","172.217.194.93","192.168.43.3","UDP","762","443  >  54122 Len=720"
"637","187.504829","192.168.43.3","172.217.194.93","UDP","77","54122  >  443 Len=35"
"638","187.595952","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"639","187.596008","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 624#3] 49544  >  443 [ACK] Seq=19123 Ack=66753 Win=66816 Len=0 SLE=69537 SRE=73713"
"640","187.637613","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"641","187.637675","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 624#4] 49544  >  443 [ACK] Seq=19123 Ack=66753 Win=66816 Len=0 SLE=69537 SRE=75105"
"642","187.684385","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [ACK] Seq=106974 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"643","187.743102","69.171.250.60","192.168.43.3","TCP","1446","[TCP Retransmission] 443  >  49544 [ACK] Seq=66753 Ack=19123 Win=71168 Len=1392"
"644","187.743186","192.168.43.3","69.171.250.60","TCP","66","49544  >  443 [ACK] Seq=19123 Ack=68145 Win=66816 Len=0 SLE=69537 SRE=75105"
"645","187.743388","172.217.194.93","192.168.43.3","UDP","67","443  >  54122 Len=25"
"646","187.743866","192.168.43.3","172.217.194.93","UDP","79","54122  >  443 Len=37"
"647","187.817527","69.171.250.60","192.168.43.3","TCP","1446","[TCP Retransmission] 443  >  49544 [ACK] Seq=68145 Ack=19123 Win=71168 Len=1392"
"648","187.817620","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19123 Ack=75105 Win=66816 Len=0"
"649","187.883939","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=108366 Win=66816 Len=0"
"650","187.884608","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"651","188.018512","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"652","188.018583","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19123 Ack=77889 Win=66816 Len=0"
"653","188.104730","69.171.250.60","192.168.43.3","TCP","1446","[TCP Previous segment not captured] 443  >  49545 [ACK] Seq=109758 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"654","188.104821","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 649#1] 49545  >  443 [ACK] Seq=1681 Ack=108366 Win=66816 Len=0 SLE=109758 SRE=111150"
"655","188.169710","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"656","188.245539","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"657","188.245608","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19123 Ack=80673 Win=66816 Len=0"
"658","188.309561","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"659","188.362360","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=108366 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"660","188.362434","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=111150 Win=66816 Len=0"
"661","188.469447","69.171.250.60","192.168.43.3","TCP","1446","443  >  49544 [ACK] Seq=82065 Ack=19123 Win=71168 Len=1392"
"662","188.469536","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19123 Ack=83457 Win=66816 Len=0"
"663","188.575549","69.171.250.60","192.168.43.3","TCP","1446","[TCP Previous segment not captured] 443  >  49545 [ACK] Seq=112542 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"664","188.575605","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 660#1] 49545  >  443 [ACK] Seq=1681 Ack=111150 Win=66816 Len=0 SLE=112542 SRE=113934"
"665","188.665753","69.171.250.60","192.168.43.3","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"666","188.665808","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 662#1] 49544  >  443 [ACK] Seq=19123 Ack=83457 Win=66816 Len=0 SLE=84849 SRE=86241"
"667","188.751406","69.171.250.60","192.168.43.3","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"668","188.751472","192.168.43.3","69.171.250.60","TCP","74","[TCP Dup ACK 662#2] 49544  >  443 [ACK] Seq=19123 Ack=83457 Win=66816 Len=0 SLE=87633 SRE=89025 SLE=84849 SRE=86241"
"669","188.821496","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [ACK] Seq=113934 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"670","188.821551","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 660#2] 49545  >  443 [ACK] Seq=1681 Ack=111150 Win=66816 Len=0 SLE=112542 SRE=115326"
"671","188.908281","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=111150 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"672","188.908364","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=115326 Win=66816 Len=0"
"673","188.967314","69.171.250.60","192.168.43.3","TCP","1446","[TCP Retransmission] 443  >  49544 [ACK] Seq=83457 Ack=19123 Win=71168 Len=1392"
"674","188.967388","192.168.43.3","69.171.250.60","TCP","66","49544  >  443 [ACK] Seq=19123 Ack=86241 Win=66816 Len=0 SLE=87633 SRE=89025"
"675","189.062351","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [ACK] Seq=115326 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"676","189.199289","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [ACK] Seq=116718 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"677","189.199355","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=118110 Win=66816 Len=0"
"678","189.258408","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"679","189.258467","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 674#1] 49544  >  443 [ACK] Seq=19123 Ack=86241 Win=66816 Len=0 SLE=87633 SRE=90417"
"680","189.347268","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [ACK] Seq=118110 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"681","189.371389","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [ACK] Seq=119502 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"682","189.371457","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=120894 Win=66816 Len=0"
"683","189.420423","69.171.250.60","192.168.43.3","TCP","1446","[TCP Retransmission] 443  >  49544 [ACK] Seq=86241 Ack=19123 Win=71168 Len=1392"
"684","189.420569","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19123 Ack=90417 Win=66816 Len=0"
"685","189.535293","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [ACK] Seq=120894 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"686","189.560254","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [PSH, ACK] Seq=122286 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"687","189.560325","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=123678 Win=66816 Len=0"
"688","189.596444","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"689","189.635411","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [ACK] Seq=123678 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"690","189.694771","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"691","189.694848","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19123 Ack=93201 Win=66816 Len=0"
"692","189.722299","69.171.250.60","192.168.43.3","TCP","1446","[TCP Previous segment not captured] 443  >  49545 [PSH, ACK] Seq=127854 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"693","189.722354","192.168.43.3","69.171.250.60","TCP","66","49545  >  443 [ACK] Seq=1681 Ack=125070 Win=66816 Len=0 SLE=127854 SRE=129246"
"694","189.752348","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=126462 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"695","189.752409","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 693#1] 49545  >  443 [ACK] Seq=1681 Ack=125070 Win=66816 Len=0 SLE=126462 SRE=129246"
"696","189.839011","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"697","189.864482","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [ACK] Seq=129246 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"698","189.864535","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 693#2] 49545  >  443 [ACK] Seq=1681 Ack=125070 Win=66816 Len=0 SLE=126462 SRE=130638"
"699","189.898419","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=125070 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"700","189.898501","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=130638 Win=66816 Len=0"
"701","189.934483","69.171.250.60","192.168.43.3","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"702","189.934537","192.168.43.3","69.171.250.60","TCP","66","49544  >  443 [ACK] Seq=19123 Ack=94593 Win=66816 Len=0 SLE=95985 SRE=97377"
"703","190.021363","69.171.250.60","192.168.43.3","TCP","1446","[TCP Previous segment not captured] 443  >  49545 [ACK] Seq=132030 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"704","190.021456","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 700#1] 49545  >  443 [ACK] Seq=1681 Ack=130638 Win=66816 Len=0 SLE=132030 SRE=133422"
"705","190.068311","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"706","190.068373","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 702#1] 49544  >  443 [ACK] Seq=19123 Ack=94593 Win=66816 Len=0 SLE=95985 SRE=98769"
"707","190.125276","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=130638 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"708","190.125344","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=133422 Win=66816 Len=0"
"709","190.204583","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"710","190.204650","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 702#2] 49544  >  443 [ACK] Seq=19123 Ack=94593 Win=66816 Len=0 SLE=95985 SRE=100161"
"711","190.244038","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49544 [ACK] Seq=94593 Ack=19123 Win=71168 Len=1392"
"712","190.244119","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19123 Ack=100161 Win=66816 Len=0"
"713","190.345918","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"714","190.545915","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19123 Ack=101553 Win=66816 Len=0"
"715","190.882342","69.171.250.60","192.168.43.3","TCP","1446","[TCP Previous segment not captured] 443  >  49545 [ACK] Seq=136206 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU], Ignored Unknown Record"
"716","190.882397","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 708#1] 49545  >  443 [ACK] Seq=1681 Ack=133422 Win=66816 Len=0 SLE=136206 SRE=137598"
"717","191.013480","69.171.250.60","192.168.43.3","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"718","191.013535","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 714#1] 49544  >  443 [ACK] Seq=19123 Ack=101553 Win=66816 Len=0 SLE=104337 SRE=105729"
"719","191.116246","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=133422 Ack=1681 Win=69888 Len=1392 [TCP segment of a reassembled PDU]"
"720","191.116314","192.168.43.3","69.171.250.60","TCP","66","49545  >  443 [ACK] Seq=1681 Ack=134814 Win=66816 Len=0 SLE=136206 SRE=137598"
"721","191.281602","69.171.250.60","192.168.43.3","TCP","1446","[TCP Retransmission] 443  >  49544 [PSH, ACK] Seq=101553 Ack=19123 Win=71168 Len=1392"
"722","191.281669","192.168.43.3","69.171.250.60","TCP","66","49544  >  443 [ACK] Seq=19123 Ack=102945 Win=66816 Len=0 SLE=104337 SRE=105729"
"723","191.344085","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=134814 Ack=1681 Win=69888 Len=1392"
"724","191.344160","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=137598 Win=66816 Len=0"
"725","191.411312","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"726","191.453397","69.171.250.60","192.168.43.3","TCP","1446","[TCP Retransmission] 443  >  49544 [ACK] Seq=102945 Ack=19123 Win=71168 Len=1392"
"727","191.453466","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19123 Ack=105729 Win=66816 Len=0"
"728","191.568456","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"729","191.610920","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=138990 Win=66816 Len=0"
"730","191.635034","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"731","191.689970","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"732","191.690036","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19123 Ack=108513 Win=66816 Len=0"
"733","191.830910","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=140382 Win=66816 Len=0"
"734","191.832203","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"735","191.964270","69.171.250.60","192.168.43.3","TCP","1446","443  >  49545 [ACK] Seq=141774 Ack=1681 Win=69888 Len=1392"
"736","191.964334","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=143166 Win=66816 Len=0"
"737","192.108254","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"738","192.143157","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"739","192.143228","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=145950 Win=66816 Len=0"
"740","192.180241","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"741","192.215872","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"742","192.215946","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=148734 Win=66816 Len=0"
"743","192.262336","69.171.250.60","192.168.43.3","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"744","192.262392","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 742#1] 49545  >  443 [ACK] Seq=1681 Ack=148734 Win=66816 Len=0 SLE=150126 SRE=151518"
"745","192.301444","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=148734 Ack=1681 Win=69888 Len=1392"
"746","192.301515","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=151518 Win=66816 Len=0"
"747","192.395185","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"748","192.454531","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"749","192.454595","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=154302 Win=66816 Len=0"
"750","192.492341","69.171.250.60","192.168.43.3","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"751","192.492400","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 732#1] 49544  >  443 [ACK] Seq=19123 Ack=108513 Win=66816 Len=0 SLE=111297 SRE=112689"
"752","192.554447","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"753","192.685287","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"754","192.685353","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=157086 Win=66816 Len=0"
"755","192.735193","69.171.250.60","192.168.43.3","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"756","192.735247","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 754#1] 49545  >  443 [ACK] Seq=1681 Ack=157086 Win=66816 Len=0 SLE=158478 SRE=159870"
"757","192.782171","69.171.250.60","192.168.43.3","TCP","1446","[TCP Retransmission] 443  >  49544 [ACK] Seq=108513 Ack=19123 Win=71168 Len=1392"
"758","192.782245","192.168.43.3","69.171.250.60","TCP","66","49544  >  443 [ACK] Seq=19123 Ack=109905 Win=66816 Len=0 SLE=111297 SRE=112689"
"759","192.966281","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"760","192.966336","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 754#2] 49545  >  443 [ACK] Seq=1681 Ack=157086 Win=66816 Len=0 SLE=158478 SRE=161262"
"761","192.966615","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"762","192.966633","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 754#3] 49545  >  443 [ACK] Seq=1681 Ack=157086 Win=66816 Len=0 SLE=158478 SRE=162654"
"763","193.083259","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"764","193.083314","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 754#4] 49545  >  443 [ACK] Seq=1681 Ack=157086 Win=66816 Len=0 SLE=158478 SRE=164046"
"765","193.184337","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=157086 Ack=1681 Win=69888 Len=1392"
"766","193.184409","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=164046 Win=66816 Len=0"
"767","193.279234","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"768","193.355237","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"769","193.355302","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=166830 Win=66816 Len=0"
"770","193.479137","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"771","193.517160","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"772","193.517235","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=169614 Win=66816 Len=0"
"773","193.560212","69.171.250.60","192.168.43.3","TCP","1446","[TCP Retransmission] 443  >  49544 [ACK] Seq=109905 Ack=19123 Win=71168 Len=1392"
"774","193.560282","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19123 Ack=112689 Win=66816 Len=0"
"775","193.636519","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"776","193.680938","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"777","193.681023","192.168.43.3","69.171.250.60","TCP","54","49545  >  443 [ACK] Seq=1681 Ack=172398 Win=66816 Len=0"
"778","193.735382","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"779","193.781148","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"780","193.828462","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"781","193.828535","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19123 Ack=115473 Win=66816 Len=0"
"782","193.884232","69.171.250.60","192.168.43.3","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"783","193.884292","192.168.43.3","69.171.250.60","TCP","66","49545  >  443 [ACK] Seq=1681 Ack=173790 Win=66816 Len=0 SLE=175182 SRE=176574"
"784","193.915453","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"785","193.915509","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 783#1] 49545  >  443 [ACK] Seq=1681 Ack=173790 Win=66816 Len=0 SLE=175182 SRE=177966"
"786","194.009348","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"787","194.051169","69.171.250.60","192.168.43.3","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"788","194.051228","192.168.43.3","69.171.250.60","TCP","74","[TCP Dup ACK 783#2] 49545  >  443 [ACK] Seq=1681 Ack=173790 Win=66816 Len=0 SLE=179358 SRE=180750 SLE=175182 SRE=177966"
"789","194.083139","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"790","194.083203","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19123 Ack=118257 Win=66816 Len=0"
"791","194.104503","69.171.250.60","192.168.43.3","TCP","1446","[TCP Out-Of-Order] 443  >  49545 [ACK] Seq=173790 Ack=1681 Win=69888 Len=1392"
"792","194.104585","192.168.43.3","69.171.250.60","TCP","66","49545  >  443 [ACK] Seq=1681 Ack=177966 Win=66816 Len=0 SLE=179358 SRE=180750"
"793","194.220931","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"794","194.282557","69.171.250.60","192.168.43.3","TLSv1.3","1446","Continuation Data"
"795","194.282702","192.168.43.3","69.171.250.60","TCP","54","49544  >  443 [ACK] Seq=19123 Ack=121041 Win=66816 Len=0"
"796","194.341126","69.171.250.60","192.168.43.3","TLSv1.2","1446","Ignored Unknown Record"
"797","194.341188","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 792#1] 49545  >  443 [ACK] Seq=1681 Ack=177966 Win=66816 Len=0 SLE=179358 SRE=182142"
"798","194.380084","69.171.250.60","192.168.43.3","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"799","194.380139","192.168.43.3","69.171.250.60","TCP","66","[TCP Dup ACK 795#1] 49544  >  443 [ACK] Seq=19123 Ack=121041 Win=66816 Len=0 SLE=122433 SRE=123825"
